C00629618|N|TER|P|201701230300133512|15C|IND|PEREZ, JOHN A|LOS ANGELES|CA|90017|PRINCIPAL|DOUBLE NICKEL ADVISORS|1032017|40|H6CA34245|SA01251735122|1141239|||2012520171368850783
C00684488|N|M592|P|201702039042411484|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6617759964|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|927136||PR2283904845640|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029929
C00759657|N|M593|P|201702039042411485|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6880581973|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|994257||PR2283904845641|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029930
C00384818|N|M594|P|201702039042411486|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|695787174|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|267587||PR2283904845642|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029931
C00490358|N|M595|P|201702039042411487|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2900513737|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|948520||PR2283904845643|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029932
C00307661|N|M596|P|201702039042411488|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4815606224|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|161622||PR2283904845644|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029933
C00184757|N|M597|P|201702039042411489|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7971316884|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|208579||PR2283904845645|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029934
C00490358|N|M598|P|201702039042411490|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5024453226|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|110924||PR2283904845646|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029935
C00159964|N|M599|P|201702039042411491|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8544384659|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|119639||PR2283904845647|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029936
C00258498|N|M600|P|201702039042411492|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2740847601|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|879031||PR2283904845648|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029937
C00408612|N|M601|P|201702039042411493|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3851490778|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|668207||PR2283904845649|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029938
C00468289|N|M602|P|201702039042411494|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9382266836|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|197020||PR2283904845650|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029939
C00468289|N|M603|P|201702039042411495|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3780925160|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|935409||PR2283904845651|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029940
C00516557|N|M604|P|201702039042411496|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5621247240|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|115948||PR2283904845652|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029941
C00460053|N|M605|P|201702039042411497|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8602683671|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|8320||PR2283904845653|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029942
C00177436|N|M606|P|201702039042411498|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2999678507|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|568166||PR2283904845654|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029943
C00460053|N|M607|P|201702039042411499|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5738566396|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|338018||PR2283904845655|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029944
C00153061|N|M608|P|201702039042411500|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9965996001|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|752923||PR2283904845656|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029945
C00516557|N|M609|P|201702039042411501|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|488347504|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|479876||PR2283904845657|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029946
C00307661|N|M610|P|201702039042411502|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5617211792|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|92185||PR2283904845658|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029947
C00629618|N|M611|P|201702039042411503|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2359177541|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|933758||PR2283904845659|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029948
C00663469|N|M612|P|201702039042411504|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5623917991|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|160289||PR2283904845660|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029949
C00684488|N|M613|P|201702039042411505|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6450628303|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|267947||PR2283904845661|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029950
C00468289|N|M614|P|201702039042411506|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6118462754|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|235667||PR2283904845662|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029951
C00384818|N|M615|P|201702039042411507|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8552694154|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|443834||PR2283904845663|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029952
C00307661|N|M616|P|201702039042411508|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2391640905|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|873227||PR2283904845664|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029953
C00307661|N|M617|P|201702039042411509|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2329924769|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|826039||PR2283904845665|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029954
C00663469|N|M618|P|201702039042411510|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1762335642|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|180528||PR2283904845666|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029955
C00258498|N|M619|P|201702039042411511|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9583961188|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|566390||PR2283904845667|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029956
C00153061|N|M620|P|201702039042411512|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|177243720|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|687155||PR2283904845668|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029957
C00153061|N|M621|P|201702039042411513|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8283426435|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|412017|176283||PR2283904845669|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029958
C00384818|N|M622|P|201702039042411514|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3216370361|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|821938||PR2283904845670|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029959
C00384818|N|M623|P|201702039042411515|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4278556353|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|170861||PR2283904845671|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029960
C00684488|N|M624|P|201702039042411516|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7007915123|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|913173||PR2283904845672|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029961
C00177436|N|M625|P|201702039042411517|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8615954312|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|685006||PR2283904845673|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029962
C00151609|N|M626|P|201702039042411518|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7907332909|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|268692||PR2283904845674|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029963
C00258498|N|M627|P|201702039042411519|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3652289006|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|164711||PR2283904845675|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029964
C00684488|N|M628|P|201702039042411520|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1016062517|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|600649||PR2283904845676|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029965
C00129747|N|M629|P|201702039042411521|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4034573963|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|351500||PR2283904845677|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029966
C00629618|N|M630|P|201702039042411522|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3082136897|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|768842||PR2283904845678|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029967
C00629618|N|M631|P|201702039042411523|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7648984030|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|392017|260301||PR2283904845679|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029968
C00153061|N|M632|P|201702039042411524|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|946249615|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|320180||PR2283904845680|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029969
C00408612|N|M633|P|201702039042411525|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2200286765|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|144845||PR2283904845681|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029970
C00258498|N|M634|P|201702039042411526|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|411673730|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|503909||PR2283904845682|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029971
C00468289|N|M635|P|201702039042411527|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3813716260|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|226098||PR2283904845683|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029972
C00408612|N|M636|P|201702039042411528|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4696447217|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|605042||PR2283904845684|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029973
C00153061|N|M637|P|201702039042411529|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9373668375|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|402017|389521||PR2283904845685|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029974
C00307661|N|M638|P|201702039042411530|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5972179729|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|434281||PR2283904845686|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029975
C00468289|N|M639|P|201702039042411531|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6933763646|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|392017|31604||PR2283904845687|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029976
C00151609|N|M640|P|201702039042411532|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6939835834|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|372884||PR2283904845688|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029977
C00629618|N|M641|P|201702039042411533|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1937742568|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|635046||PR2283904845689|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029978
C00490358|N|M642|P|201702039042411534|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3003052596|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|336373||PR2283904845690|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029979
C00159964|N|M643|P|201702039042411535|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7947278081|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|589358||PR2283904845691|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029980
C00184757|N|M644|P|201702039042411536|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4969397339|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|591779||PR2283904845692|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029981
C00727373|N|M645|P|201702039042411537|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1630058774|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|848270||PR2283904845693|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029982
C00307661|N|M646|P|201702039042411538|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9966992881|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|432017|348914||PR2283904845694|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029983
C00468289|N|M647|P|201702039042411539|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3749443415|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|560031||PR2283904845695|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029984
C00468289|N|M648|P|201702039042411540|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6565642716|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|115913||PR2283904845696|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029985
C00307661|N|M649|P|201702039042411541|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2427643588|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|138950||PR2283904845697|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029986
C00159964|N|M650|P|201702039042411542|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3128073947|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|741209||PR2283904845698|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029987
C00129747|N|M651|P|201702039042411543|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6918746426|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|918107||PR2283904845699|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029988
C00159964|N|M652|P|201702039042411544|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4908560048|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|996042||PR2283904845700|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029989
C00129747|N|M653|P|201702039042411545|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|201826007|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|570121||PR2283904845701|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029990
C00516557|N|M654|P|201702039042411546|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1114790385|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|42017|230509||PR2283904845702|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029991
C00151609|N|M655|P|201702039042411547|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5840988922|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|675812||PR2283904845703|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029992
C00644445|N|M656|P|201702039042411548|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3337967826|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|668506||PR2283904845704|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029993
C00460053|N|M657|P|201702039042411549|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8496629019|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|914297||PR2283904845705|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029994
C00177436|N|M658|P|201702039042411550|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8750186543|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|8602||PR2283904845706|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029995
C00153061|N|M659|P|201702039042411551|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1226092905|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|331920||PR2283904845707|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029996
C00684488|N|M660|P|201702039042411552|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7112314117|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|243949||PR2283904845708|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029997
C00727373|N|M661|P|201702039042411553|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5083188106|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|494884||PR2283904845709|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029998
C00684488|N|M662|P|201702039042411554|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8807627482|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|689514||PR2283904845710|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029999
C00159964|N|M663|P|201702039042411555|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4593069990|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|249747||PR2283904845711|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030000
C00516557|N|M664|P|201702039042411556|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|224072172|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|653058||PR2283904845712|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030001
C00153061|N|M665|P|201702039042411557|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4303731101|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|499242||PR2283904845713|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030002
C00307661|N|M666|P|201702039042411558|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3290419568|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|660711||PR2283904845714|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030003
C00408612|N|M667|P|201702039042411559|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7940981245|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|275092||PR2283904845715|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030004
C00490358|N|M668|P|201702039042411560|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2800508265|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|661474||PR2283904845716|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030005
C00151609|N|M669|P|201702039042411561|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9642933366|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|365675||PR2283904845717|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030006
C00490358|N|M670|P|201702039042411562|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|335538977|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|42017|809450||PR2283904845718|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030007
C00516557|N|M671|P|201702039042411563|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1528722021|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|480085||PR2283904845719|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030008
C00177436|N|M672|P|201702039042411564|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8652091459|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|402017|739701||PR2283904845720|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030009
C00516557|N|M673|P|201702039042411565|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9450365566|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|31166||PR2283904845721|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030010
C00644445|N|M674|P|201702039042411566|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8906022679|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|303937||PR2283904845722|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030011
C00177436|N|M675|P|201702039042411567|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8454152660|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|962844||PR2283904845723|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030012
C00177436|N|M676|P|201702039042411568|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3126123382|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|466203||PR2283904845724|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030013
C00629618|N|M677|P|201702039042411569|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6286769277|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|980018||PR2283904845725|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030014
C00460053|N|M678|P|201702039042411570|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1063621893|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|35708||PR2283904845726|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030015
C00151609|N|M679|P|201702039042411571|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|553283331|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|145528||PR2283904845727|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030016
C00684488|N|M680|P|201702039042411572|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8581619733|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|553003||PR2283904845728|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030017
C00629618|N|M681|P|201702039042411573|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6978271003|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|155642||PR2283904845729|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030018
C00151609|N|M682|P|201702039042411574|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|802581305|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|475151||PR2283904845730|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030019
C00184757|N|M683|P|201702039042411575|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|32351511|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|994838||PR2283904845731|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030020
C00460053|N|M684|P|201702039042411576|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8522273737|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|713007||PR2283904845732|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030021
C00644445|N|M685|P|201702039042411577|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6136382300|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|888508||PR2283904845733|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030022
C00468289|N|M686|P|201702039042411578|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9177803810|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|56357||PR2283904845734|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030023
C00490358|N|M687|P|201702039042411579|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5201379603|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|39204||PR2283904845735|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030024
C00258498|N|M688|P|201702039042411580|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1707134750|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|436881||PR2283904845736|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030025
C00684488|N|M689|P|201702039042411581|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|637945499|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|52898||PR2283904845737|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030026
C00663469|N|M690|P|201702039042411582|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7774582121|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|790477||PR2283904845738|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030027
C00629618|N|M691|P|201702039042411583|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6694752267|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|975824||PR2283904845739|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030028
C00629618|N|M692|P|201702039042411584|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4404774740|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|314716||PR2283904845740|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030029
C00644445|N|M693|P|201702039042411585|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6358085056|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|693396||PR2283904845741|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030030
